avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv,batch_name
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2ba79b5ba50533c2f46503642483d865~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6b041cc5&x-expires=1784728800&x-signature=xNboeNAWwuXQ90LBZ%2FYBk99MuVU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,191,"['700645', '601152', '602284']",Tn8YUwAAAACOV4AEeERJl-yievH_HBssMB2XbfdgUtKXyzwvvu3rNQ,7431,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",_itsmeces𐙚,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3637}}",itsmemommyfinds,"{'amount': '13661.036329', 'currency': 'USD'}","{'amount': '13537.751505', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1e0c645fec9edbd82173a24e64771adf~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b2ce4d82&x-expires=1784728800&x-signature=4fSti9QZJr4jy598xolTT0nBKyk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,7502,"['601450', '700645', '601152']",yvsIAAAAAACOV4AEeERJl-yievH_HBsskB1D-QHEf5TzhLOigJSAlQ,246561,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",kellycruz on ig,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6724}}",itskellycruz,"{'amount': '28487.731354', 'currency': 'USD'}","{'amount': '28370.100299', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e4b81e3e1bedd40f18286dc6fe8cfda6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=809fe194&x-expires=1784728800&x-signature=LjWAqe0MQi37MkI7jH%2Fqvzw78mQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,399,"['802184', '601450', '700645']",XL09NAAAAACOV4AEeERJl-yievH_HBssJm-7NvBf6VSEJCAAkzwK8g,5488,{'formatted_range': '₱10K+'},Mommy Van 👨‍👩‍👦,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5221}}",bugssvanne,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9c6e7474adeccc2250f9978b88561a1f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e3602a94&x-expires=1784728800&x-signature=lmXK8SD%2BoP6a2GMLTXxoIJX5AQ4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},67,228,"['600001', '700645', '602284']",yUt9ewAAAACOV4AEeERJl-yievH_HBss_BZusYQhGxDR-_GlnhZcZQ,37745,{'formatted_range': '₱10K+'},Coleen PH,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3295}}",coleenlph,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/f735947b95b4b931af8a552361a092aa~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9fa21326&x-expires=1784728800&x-signature=a4%2Fs5IT6Vw%2BLjhCUTSyPHy6VZjA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,368,"['601450', '700645', '824584']",rkjU5gAAAACOV4AEeERJl-yievH_HBssb4tHjDG4uDdYWgISlYgiXw,30758,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",GiftFinds,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6166}}",giftfindsph,"{'amount': '24538.282057', 'currency': 'USD'}","{'amount': '23608.634014', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/03120fa40c7a00a66193f33c1a255059~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5f72158a&x-expires=1784728800&x-signature=HOxzK9bi%2BCYa5Bs4LGmQKRcbIJA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '601755']",PbnPJwAAAACOV4AEeERJl-yievH_HBssO4FqE6kSTahzdkN5-ZtT0w,173518,{'formatted_range': '₱10K+'},YouGlowBabeOfficialShop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6390}}",youglowbabeofficialshop,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/43b419a7b37375a55260b0352a9eae9e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ed089c29&x-expires=1784728800&x-signature=bPNnIXGJejlLdtPoMXc7ewjKjwE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},6276,0,"['601450', '700645', '601152']",XzyePgAAAACOV4AEeERJl-yievH_HBssAytqlC5t3RGQM0W20_UJ_A,751539,{'formatted_range': '₱10K+'},You Glow Babe 07,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7414}}",jizel.mangilit,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3de9aa737aaa7107aedccc0ad6a01ab9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f9ab78e9&x-expires=1784728800&x-signature=4xgwXaebhH%2FS1uaeaVf7waebSKk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,208,"['601450', '700645', '802184']",rKhFkQAAAACOV4AEeERJl-yievH_HBssbeJ_3hdmiBZzdfXi2qqQ0w,27660,{'formatted_range': '₱10K+'},L&L Clothing,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4555}}",airabellaaa02,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9ac7c9f9907e2d3bb3fce8bf7e17012c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cde83a8a&x-expires=1784728800&x-signature=Ip9pAeg373zA45mx9fTaXU6txfQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3535,6250,"['601450', '700645', '600001']",MvRoZwAAAACOV4AEeERJl-yievH_HBssRxyYFLgi24Ymo-U3nQRbHA,1748700,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",QUEEN HERA💎,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5611}}",hera_queen88,"{'amount': '57745.087283', 'currency': 'USD'}","{'amount': '49814.123733', 'currency': 'USD'}","{'amount': '6130.608131', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e1612bdc8677380c158dab9a316365d6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f5eecbd0&x-expires=1784728800&x-signature=jQVUXXCyrQsMpwMFvJ0ugrclntM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,5968,"['700645', '600001', '700437']",IKk84gAAAACOV4AEeERJl-yievH_HBssah1Kuu28mcrb-v0aZ3ZAjQ,68343,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Florence Dela Cruz - Clarete,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4475}}",florence_delacruz,"{'amount': '117885.967734', 'currency': 'USD'}","{'amount': '117847.533779', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/def62e5ae3b178fbfa335c0990e9124a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6a73e527&x-expires=1784728800&x-signature=ipjZTQejAppkvlKjLVVGaCXE8sU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,241,"['601450', '600001', '700645']",VJhJTQAAAACOV4AEeERJl-yievH_HBss6oclIy_14yxIeGzMu1507A,7016,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",m.giiii,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5062}}",m.giiiiiii,"{'amount': '28019.841361', 'currency': 'USD'}","{'amount': '27992.274305', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c08ca8c61a0519113adb5f30d59cb48c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a67f15c4&x-expires=1784728800&x-signature=y7DPN2LOjOYhGRFSg3UWyKcKBwg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,7185,"['601450', '700645', '602284']",E39f1QAAAACOV4AEeERJl-yievH_HBsssuAw-iTAEJ-5csyaThIb0Q,32759,{'formatted_range': '₱10K+'},nixie 🎀,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6444}}",nixieervra,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/b9c52ca2344de27c80989af046f3913e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6f939f0c&x-expires=1784728800&x-signature=VBRvVPay%2B0lTgeuBlJqgdE3SnYw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,566,"['601739', '601450', '602284']",PQOU7wAAAACOV4AEeERJl-yievH_HBssds8A7eLuoHiJGO4t5hF-Kw,17403,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Kimy | FTM 👶🏻,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4989}}",kimm_o14,"{'amount': '10836.957987', 'currency': 'USD'}","{'amount': '10566.444684', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8326133e49bea0ee91551cdbe79c37a0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ffa71ebd&x-expires=1784728800&x-signature=8DwQerCvAkAc1u1MgkMZKxLQuaw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3530,0,"['601450', '700645', '700437']",PScagQAAAACOV4AEeERJl-yievH_HBsst9_i2Yy9otLCxMdpHaDFow,18483,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Lodibekz Skincare Room,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5629}}",lodibekzskincare2,"{'amount': '31896.608857', 'currency': 'USD'}",,"{'amount': '31199.993499', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3147d2a31fdf49ac320ee5dddc696cca~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2ed284e6&x-expires=1784728800&x-signature=nlgVNGU%2Bu%2BJz4a0arD%2B1AlBwsl0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,913,"['604453', '700645', '602118']",Y9d7yAAAAACOV4AEeERJl-yievH_HBssJDotbaxGUpg8MS7vv_Pc2g,20737,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Noknoy,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4192}}",jaycurioso,"{'amount': '44392.448184', 'currency': 'USD'}","{'amount': '44351.167477', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a43c0453d7866b41c3a0ad9c918b266b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=280ddf10&x-expires=1784728800&x-signature=18WLJGJOE5wETKf1YDwrcHd%2Fq7s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4199,2603,"['601450', '601152', '700645']",tTYBPAAAAACOV4AEeERJl-yievH_HBssm4wqPG0YiCJ9PcwE4GQeKQ,937910,{'formatted_range': '₱10K+'},LEMBOT,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5024}}",lembot28,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/9e9851564e9af3001760ddfc6bc2b81a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1840b27c&x-expires=1784728800&x-signature=q0nTW69WTNIDO%2F5oUN1MgWleYbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2478,"['601450', '700645', '601739']",b9eCnAAAAACOV4AEeERJl-yievH_HBssiRd7ARx8JaFSvheT6sQPwQ,52371,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Kayzel,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3887}}",yoda.kj,"{'amount': '228918.181529', 'currency': 'USD'}","{'amount': '228855.602471', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/07c75ca5b8f29626b906ddcabc4b417c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8236da58&x-expires=1784728800&x-signature=4tzj9f8apHMqiMJ6Dmk9%2BwdhudQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2726,"['601450', '700645', '600001']",3A3jogAAAACOV4AEeERJl-yievH_HBss-3lsy5UaqUnHkEXEH0B36w,142058,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",C-shoppee,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4868}}",cristelrosederla,"{'amount': '110628.42103', 'currency': 'USD'}","{'amount': '110578.223485', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3a6bc4a3a12d18856ce89e0cdb8661db~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f2744569&x-expires=1784728800&x-signature=f1aZhZGtt06j7rMW%2B7GHORmPWgw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,430,"['601450', '700645', '605196']",fIdfKQAAAACOV4AEeERJl-yievH_HBssinpExSRPvxExBBwRmdzYLw,5160,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Jaydee_02🧿🪬,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4675}}",jaydee_0282,"{'amount': '22285.613267', 'currency': 'USD'}","{'amount': '22246.153265', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/19788b51ab0783a3fc68fc721914b890~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c31378d6&x-expires=1784728800&x-signature=1qtwXbvHrMwJZimrYZF5jups0mg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},96749,3449,"['953224', '601450', '601352']",q_trGQAAAACOV4AEeERJl-yievH_HBssWVaVJ_a5W9JkKBaVWKBbTw,1425272,{'formatted_range': '₱10K+'},Lauren Young,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6732}}",lo_young,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e8931fb5d688f3e520b8e9fb2a1ad211~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=08010cb8&x-expires=1784728800&x-signature=bN1zGfV8OUvk%2FxF%2FOSlxDgSwL6E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,504,"['603014', '604968', '700645']",g8j0ugAAAACOV4AEeERJl-yievH_HBssHTjdycpbgpEdMRnzlovouw,39845,{'formatted_range': '₱10K+'},Pau Pau ᥫ᭡.,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5380}}",paulinesilorio,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7ea8ab6d6b35ab8046d25459914fee05~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1d145acc&x-expires=1784728800&x-signature=ewTHghSok49PAsiKzcmNjh8Wt0E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,628,"['601152', '601450', '700645']",eGE9CQAAAACOV4AEeERJl-yievH_HBss_jUpmxyATSULDZd4O7MXJA,15581,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",ashley ☻,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5910}}",engraciaashley_,"{'amount': '15968.822373', 'currency': 'USD'}","{'amount': '15832.27665', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d2bc1bb07459a0d332baaa2daa47dcf0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c2b1744a&x-expires=1784728800&x-signature=3CaIMlrWqnw%2Fa7QDEVQ9H6UBOSw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,881,"['700645', '601450', '601739']",1wWiTQAAAACOV4AEeERJl-yievH_HBsshZ7XrmnrE2ar7LRySPYl0w,154735,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",anletah,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4396}}",anletah,"{'amount': '53173.676432', 'currency': 'USD'}","{'amount': '53040.991463', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/d3c2b504d1730b2ad346d4d8379ee823~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=df401ce5&x-expires=1784728800&x-signature=2yb9rKTq%2FsyZASNUveTzUUqDS2k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2854,"['601450', '700645', '600001']",cNoniwAAAACOV4AEeERJl-yievH_HBssZJLVnl6_T1Hu9qXmW2Rppg,292085,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",R0SMAR TIKTOK SH0P,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5984}}",rosmar_0fficialaccount,"{'amount': '13468.440936', 'currency': 'USD'}","{'amount': '12727.059524', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/807eee3394764746e04ded05b87f67e9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5dc06e5c&x-expires=1784728800&x-signature=5MYzLg7TXrnalwCNUJP1gGZLRjY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2100,"['601450', '700645', '601739']",7gF__QAAAACOV4AEeERJl-yievH_HBssJtkDG2CfqaDJStCWzuB_Xw,90855,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",reyna ૮ ˙Ⱉ˙ ა,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5845}}",reynabgl,"{'amount': '80166.833882', 'currency': 'USD'}","{'amount': '79900.163636', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4e2447145cc4dae32f36c01386764135~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=79a80f8c&x-expires=1784728800&x-signature=rIufepLGtKPAATf7t7cyFBe0Ej8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '600001']",ZQ8XGwAAAACOV4AEeERJl-yievH_HBssNIuQf0uC83GKu1jFzJLWLw,14747160,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Ericka Pineda,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3991}}",erickapineda09,"{'amount': '139053.427434', 'currency': 'USD'}","{'amount': '72317.634175', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2478d4d4c9180abc634d231a4dc34249~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=98b41a87&x-expires=1784728800&x-signature=mQriigZ5DEp%2BEhWGd6yszOD7%2Bec%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},983,538,"['603014', '700645', '601739']",v6ZG8wAAAACOV4AEeERJl-yievH_HBss7H5IuGUjM6WRs-7Z_V7C1g,865097,{'formatted_range': '₱10K+'},kulitanbrothers,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4593}}",kulitanbrothers,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e36c94f90e29b228b606d8f99d057bde~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bc25ed4c&x-expires=1784728800&x-signature=ek2lU70ehEpCezE21sfCs6qgMLY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1232,36,"['601450', '700645', '601352']",RP2kQQAAAACOV4AEeERJl-yievH_HBss982HimA78RDlv13E1ifFLA,56910,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Samaya Online Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5501}}",samayaboutique,"{'amount': '20223.652352', 'currency': 'USD'}","{'amount': '1425.239624', 'currency': 'USD'}","{'amount': '18746.002053', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/dfe02f37836a6f2839867a1160001d81~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7e782bf8&x-expires=1784728800&x-signature=%2BpZtcBm2MVLa1F3E6JCtT%2FXE4Ac%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,718,"['700645', '601739', '601450']",BlXxWgAAAACOV4AEeERJl-yievH_HBss62d2jE9ih26Mcg7OqRwC8g,30910,{'formatted_range': '₱10K+'},Angelica.recos ౨ৎ☁️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4496}}",anjc_csxs,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f458a53b4700e32a532446c425d1c1eb~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0eefb87f&x-expires=1784728800&x-signature=avzeFM1b4kcCYLfnHpACn9sbhyU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2590,"['601450', '605248', '700645']",p4uWDAAAAACOV4AEeERJl-yievH_HBssiv8DbVKGMr8XqksRlfY5ow,59456,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",mommymaloushop,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_25_34', 'AGE_RANGE_45_54'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5015}}",mommymaloushop,"{'amount': '16739.707949', 'currency': 'USD'}","{'amount': '16133.3658', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
