avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3a583e74786b56ec2f2f08b34645e9ef~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=968fd361&x-expires=1784718000&x-signature=30cnVL1%2FTAlSnhNlq8784nQZp6A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},26639,12303,"['600024', '603014', '601739']",jRFSKAAAAACOV4AEeERJl-yievH_HBssk7QGWclyiQPOaiRWruIAQQ,344701,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Jane Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5016}}",janetotshop_20,"{'amount': '96461.766395', 'currency': 'USD'}","{'amount': '8039.704937', 'currency': 'USD'}","{'amount': '88345.309873', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1643913009606645049189a74cb42ed3~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=64459162&x-expires=1784718000&x-signature=H%2B2TRWVPAUN9sDvBy1Vxr9PoeIc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1421,"['605248', '601450', '700645']",mZOr1gAAAACOV4AEeERJl-yievH_HBssw7aDHKPCw7wr3luMAAowIw,54768,{'formatted_range': '₱10K+'},vey,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4269}}",hrveyyy,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/cefef6fe0adc1102c8d76606b4fbc009~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=33fc3907&x-expires=1784718000&x-signature=Tt%2FN3OD%2B6NpvlNO3XiHo7NoG7go%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,464,"['601739', '700645', '603014']",0DiN0gAAAACOV4AEeERJl-yievH_HBssZH1EMg1jckmL6a_Fq33XbQ,80084,{'formatted_range': '₱10K+'},Ate Abby | Honest Experiences,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6422}}",ateabbyph,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/222d64ea684f24e10405c4747ef40ecc~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c1654df4&x-expires=1784718000&x-signature=tKoaf3vzBLeIQSKpovqs1y67ZqM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1364,"['601450', '700645', '600024']",ypV05QAAAACOV4AEeERJl-yievH_HBssvG6a_fDbhOXG7ViNZkMIGQ,75743,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",TOP J,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6563}}",jm.wellness23,"{'amount': '23759.321019', 'currency': 'USD'}","{'amount': '22303.019359', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1961c4d9fc2c9d1665d2ce6f6b5c24cc~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ad6dfef8&x-expires=1784718000&x-signature=%2FCmIzxIVjuOuTqM26zJVkBSCvgE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,32,"['605248', '601450', '600154']",0L7V8AAAAACOV4AEeERJl-yievH_HBssmZlldpA2hilTnhAngeMfJg,43929,{'formatted_range': '₱10K+'},lopezonline,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3114}}",dva125,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/30d6e6ad5e54cf059e1c5f8164dacdf4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9b0710f5&x-expires=1784718000&x-signature=oFyX0foBQB2eK3OA0TpFpJShxyM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,11163,"['604453', '600001', '600942']",_opovQAAAACOV4AEeERJl-yievH_HBssFA6_7REVUNJBEztan9sUbw,237681,{'formatted_range': '₱10K+'},Mommy Jelai,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6094}}",mommyjelai,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5c39bfe4fc838fc646d6e6cb4b006bac~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c872654e&x-expires=1784718000&x-signature=zgNuxA3eMcGnWnINt0I%2FGClMrj8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},908,1095,"['700437', '601450', '700645']",lnKTBQAAAACOV4AEeERJl-yievH_HBss9poaSokiO3hPZuvXvaEUiA,1023322,{'formatted_range': '₱10K+'},Sherilyn Reyes Tan,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6830}}",sherilynrtan,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/370676375dc7a8b081dd7cdf1c3af284~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d89b909b&x-expires=1784718000&x-signature=iMunibRcQ89jEtyqmWrHV0Qp5mk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1236,"['601450', '700645', '602118']",1d5gvwAAAACOV4AEeERJl-yievH_HBssSqt0dTWn4ILqvDkYT2Gedw,6511,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Xiaomao ⋆.𐙚 ̊,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3915}}",zerrapocalypse,"{'amount': '12246.999385', 'currency': 'USD'}","{'amount': '12245.551983', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/d5fc81b6f37b7c70b990fef2fd244ce2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8d2a3d9b&x-expires=1784718000&x-signature=2PL2Uj%2F63Nbh9EhY2SjzOZxUra4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,11063,"['601450', '601152', '700645']",-ga4KgAAAACOV4AEeERJl-yievH_HBssogHEdmj2LkKaabuBunvaRw,2762990,{'formatted_range': '₱10K+'},Princess Thea,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6723}}",princess_thea14,,,
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f716a2475ac85a5c710197b1bd1eafbd~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7caef4d3&x-expires=1784718000&x-signature=ZTex5JYrn%2F7Y5PWzIkCNHv4QhOE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4295,376,"['601152', '600154', '700645']",6-UHOAAAAACOV4AEeERJl-yievH_HBssdROGdv22VqGZ9mkJ-wbXwA,77679,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Shang'strendy Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4711}}",shangtrendyshop,"{'amount': '31814.404309', 'currency': 'USD'}","{'amount': '27895.072812', 'currency': 'USD'}","{'amount': '3708.328997', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/93161c2fd5596ec5c5e6d274f146a0ca~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2cb05944&x-expires=1784718000&x-signature=CgmJtBp6zI64yGfHaRlLdydqtF8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2448,"['601450', '700645', '605248']",PJYVFwAAAACOV4AEeERJl-yievH_HBss9DUyuk-MycJaSe08UCQp6g,4996,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Rovick,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3486}}",rovick_diaz,"{'amount': '17771.83827', 'currency': 'USD'}","{'amount': '17747.815078', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/38d2719f901b829faa438515b49b16c8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=edb19e0f&x-expires=1784718000&x-signature=jEIb%2BB6N6YYJFzbYsPjYyaBgKcA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,572,"['601450', '700645', '604579']",ei5q2gAAAACOV4AEeERJl-yievH_HBssxA_DJEiwTxrp8lT-O74POQ,7611,{'formatted_range': '₱10K+'},Roanah05. Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3651}}",ronmae5,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8b91dc3240b690ede3a29ae0165bf1b1~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9dd7177c&x-expires=1784718000&x-signature=dK60or33%2FTrpEIscQt7eFaK%2BcNc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},127078,23491,"['601450', '601152', '602284']",rEeOdgAAAACOV4AEeERJl-yievH_HBssgY0AHz_R68dxDU1H4icvGw,10029382,{'formatted_range': '₱10K+'},Mahalia,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5414}}",hinataelka,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ecb1d6c9e8182a7296305f1daa19842c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8ef7678c&x-expires=1784718000&x-signature=dxWAde4dS2few6n%2BJYuS1agt3Hs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},4379,1393,"['824584', '601739', '604453']",aPfTzQAAAACOV4AEeERJl-yievH_HBssTN78Yl_4VkeI483Q4qqtUw,107554,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",RylyFinds✿シ,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_45_54', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5670}}",lovereyes.2,"{'amount': '115638.348733', 'currency': 'USD'}","{'amount': '113527.492075', 'currency': 'USD'}","{'amount': '1773.780923', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bfc66417125d94f3ebcc498c0eb302df~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d52d5a2b&x-expires=1784718000&x-signature=emACr4iT8IzChks7Slkb23EKG5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},15173,8206,"['600154', '824328', '601152']",9PsGMwAAAACOV4AEeERJl-yievH_HBssEjNomQJFBeGE5ZGuVWIuVg,205316,{'formatted_range': '₱10K+'},Shoppers 4 ALL,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5012}}",shoppers.4.all,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6d098241c51bca9a995f028a4183426a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cdfd2004&x-expires=1784718000&x-signature=uh%2FPZpZfwjcMANDE6jdjHOWNuTk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,444,"['601450', '700645', '700437']",s0CoQwAAAACOV4AEeERJl-yievH_HBss68TvE28fktGjPxaKprkCUw,8895,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Queen_tela💋ྀིྀི,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5181}}",forcaquin,"{'amount': '39875.995721', 'currency': 'USD'}","{'amount': '39862.433544', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/51330e8a81413a64f0f9dc2ac8abe035~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a9a0cd87&x-expires=1784718000&x-signature=Q6G4i5L4ffkKqtY5i%2FmLfyDlJhM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,28,"['601352', '601152', '605248']",mYaO2wAAAACOV4AEeERJl-yievH_HBssJ-7GcVhT1wDaJGvhA4Yy_w,56244,{'formatted_range': '₱10K+'},Justine,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 2994}}",justinevrrn11,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/88a3d49b67119ee706828d457b6e1c6b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f2f367f6&x-expires=1784718000&x-signature=QMzQxhG%2BSWXGQlKiYShqMwwmecg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2300,"['601450', '700437', '700645']",aPFsDgAAAACOV4AEeERJl-yievH_HBssd5ox7MjDG9juyYWpeS8Mzw,81790,{'formatted_range': '₱10K+'},Batangueña 🇵🇭,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5428}}",msbatanguenashop24,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ed71ce5e574c6f969274cc5f0c1b5976~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e2c64a7b&x-expires=1784718000&x-signature=AFuTOuHa2C8NQGpOWRrBYAKrE7g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1524,0,"['700645', '601450', '700437']",pRECKwAAAACOV4AEeERJl-yievH_HBssa9PXaH7o1G5r8lz-C-naag,111284,{'formatted_range': '₱10K+'},Dear Face Main,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6749}}",dearfaceph,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6f241c1a1c203f1315c6db4c8a860411~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c55d94ce&x-expires=1784718000&x-signature=dZaglA8fQ6jT7x0xSlslYlSPZIA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},13214,0,"['601450', '700645', '700437']",HoI1kgAAAACOV4AEeERJl-yievH_HBssrce83Qh9YBEDqXqBOBZYSg,86879,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",Kenny Itloggins,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4174}}",titojoeybuilds,"{'amount': '9213.659043', 'currency': 'USD'}","{'amount': '2380.744645', 'currency': 'USD'}","{'amount': '6723.02975', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3ff6ca74f0715c5602ffe08a6d021062~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f1d4a45a&x-expires=1784718000&x-signature=fXxuJ3X6ra%2FlsZqXUpOn8z0RDO8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},7769,2816,"['601739', '601450', '601755']",50ol2gAAAACOV4AEeERJl-yievH_HBssCHoFWojJl7Cq8Dsgva_Ikg,309476,{'formatted_range': '₱10K+'},TechyGer,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4125}}",techyger,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ece5f932fe867162d32b56af9eb994aa~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1c7e5cd7&x-expires=1784718000&x-signature=3DPpFUF31vK9rNBg%2FR0lB64Owz8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,767,"['601739', '600942', '700437']",JTGvrQAAAACOV4AEeERJl-yievH_HBss4IWg2HIZRH7amHL3LMnXYQ,41601,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",yunisaaa,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4550}}",eunicetomines,"{'amount': '107785.127304', 'currency': 'USD'}","{'amount': '105426.415798', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8a097e95c5139ea7314385232205c62a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=97f22cd8&x-expires=1784718000&x-signature=rGsC6zI9X4ncn2F%2F%2FQUYJ94LTtA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},23239,1496,"['601450', '700645', '601755']",SKTJYQAAAACOV4AEeERJl-yievH_HBssPLDjOsynX-aX8nRHSnXP-g,612436,{'formatted_range': '₱10K+'},Acne Expert,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5645}}",dr.mike.d,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d86da11d7c2ade6fe4fba9a8b06cf7c5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=fd67b745&x-expires=1784718000&x-signature=zirQ35FiBoLCfFp31DIwM9D%2B%2Fw8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,665,"['700645', '601450', '700437']",1DiarAAAAACOV4AEeERJl-yievH_HBss2OldMkp1fTFtIEbbd1NT5w,11809,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",BUY 1 TAKE 1 SHOP,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4593}}",buy1take1shop,"{'amount': '11305.853658', 'currency': 'USD'}","{'amount': '11299.638219', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6791c76ad1ad6aa124dcd8aff2fd32de~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=df6c64eb&x-expires=1784718000&x-signature=CNZYJT%2Bs0iHIBT0ixIfdgZkBYo8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},28,2263,"['601450', '700645', '601152']",D7waswAAAACOV4AEeERJl-yievH_HBssW1iry14AGIRCY5NLRPrhqg,11427,{'formatted_range': '₱10K+'},Click shopping 22,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3818}}",clickshopping12,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f03cb60a55994a4c6a79e2186b4eee9a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=53933caf&x-expires=1784718000&x-signature=e3xN%2B0VxmcPnhcSRJbf6EGmLVgs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1354,"['601152', '824328', '802184']",OCknugAAAACOV4AEeERJl-yievH_HBss1MMB2gzlcselFA4WhnxpeA,46115,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Verniceeee,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 2819}}",breadpan863,"{'amount': '110177.419938', 'currency': 'USD'}","{'amount': '109979.308089', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/d417e551b6f1addb3d93a771448a2d63~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cd46ee44&x-expires=1784718000&x-signature=3ZcQNVQg6IwvmaYrjdovTiI1cUo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,609,"['700645', '601450', '601152']",KAbbAQAAAACOV4AEeERJl-yievH_HBssEun0mUiEEJepZnqytl5alw,186617,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",SHOP H3R3,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6747}}",tiktokpaydaysale_,"{'amount': '54687.949166', 'currency': 'USD'}","{'amount': '54677.591029', 'currency': 'USD'}",
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/36ab0800c59f44c6601eb925437c21b8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b86a43a6&x-expires=1784718000&x-signature=9cCXhA9%2BgTRqYegHM4Eaha18nJY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1813,0,"['700645', '700437', '600024']",Pmks7AAAAACOV4AEeERJl-yievH_HBsspCGA5J60Nh0lG8eLXZwZtg,30069,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",CHEF AYB'S PARAGIS PH.,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4972}}",chefaybsparagis_,"{'amount': '30140.450776', 'currency': 'USD'}","{'amount': '3925.344396', 'currency': 'USD'}","{'amount': '26215.10638', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6fba27ef99a37f2226034567469bc3da~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2841d31f&x-expires=1784718000&x-signature=lOEpYMGFI%2BhWxN1UvhTWBXaIBzM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '601739']",ulEbdwAAAACOV4AEeERJl-yievH_HBssHfdd2dIErDUIQE_X5QbU3Q,2372619,{'formatted_range': '₱10K+'},ryannahjulia,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5919}}",ryannahjuliaa,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4c988b36cb26823d9bd2f597f36049e1~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=89d19fbc&x-expires=1784718000&x-signature=zHRr3tCXOQb%2FgcL4ksVrIDBmQ70%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1135,"['601739', '601352', '601450']",CHUIZQAAAACOV4AEeERJl-yievH_HBsspt9xUC1V_tDAC2XYAZlm8Q,59210,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",andrear,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2916}}",avocadoinwinter,"{'amount': '101024.341345', 'currency': 'USD'}","{'amount': '100998.306177', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/19c1e7fbafd00f93fb6c126f0d08e4ca~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f13722ee&x-expires=1784718000&x-signature=QLDu%2B03VYrHsW7vt%2BZWwvOU4cVE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},645,5907,"['601450', '700645', '601152']",5u7hQQAAAACOV4AEeERJl-yievH_HBssu731SU-VL9RAaRYWymeaLA,580623,{'formatted_range': '₱10K+'},Miss Poleng,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6094}}",psphbeautyofficial,,,
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/17cda3535314c7f746b930833c8bf804~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e8af05e7&x-expires=1784718000&x-signature=aHGRa0sxqLI1wqco9Rft8uI%2B%2BGw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,359,"['601450', '700645', '700437']",QPlaBwAAAACOV4AEeERJl-yievH_HBssDB8N82JxHEopXcxfKrdBOw,19286,{'formatted_range': '₱10K+'},IG:ugc_owiestu,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3031}}",owiestu,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/07907098aab29e5fd2eb7e52f1199a7e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=96138578&x-expires=1784718000&x-signature=C8mscQCK3oRkSM53UViVESkBL44%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '824584']",anITYwAAAACOV4AEeERJl-yievH_HBssS_vIPONGRr7N3ZLEgpJVbg,26599,{'formatted_range': '₱10K+'},Snowflake,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3334}}",notsnowi,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c802178dfb8cf147684a2fc67aa11d5d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a6afbe11&x-expires=1784718000&x-signature=4jBIFgIg%2BAKHGi0pQLl9nLyU2Zo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},14769,0,"['700645', '601152', '601450']",TKeBPgAAAACOV4AEeERJl-yievH_HBssy5WMn0r4C8UlvzB1tFG5nA,110654,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Waj&Neo,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4981}}",wajantonio.neopadilla,"{'amount': '20897.778911', 'currency': 'USD'}","{'amount': '126.364596', 'currency': 'USD'}","{'amount': '20733.582918', 'currency': 'USD'}"
