avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv,gmv_range,live_gmv,nickname,selection_region,top_follower_demographics,username,video_gmv
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a02eb8bc260652283c6649562ec94d16~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ceb78d37&x-expires=1784548800&x-signature=iaHLjSCjED1N3AFmpi2Viw0MlfY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,9278,"['601450', '601152', '700645']",iK9m0QAAAACOV4AEeERJl-yievH_HBssv1j7Bzm4YzVRak-wlQUGbA,579022,,{'formatted_range': '₱10K+'},,Bamby,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5261}}",bambyduh,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5e2f7bc7e6e14620d3396e4654555f77~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bcbbfd0c&x-expires=1784548800&x-signature=xO8Jjt6i1EwZl3nw5POMcawyiQg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},283329,72676,"['601450', '601739', '700645']",dXn98gAAAACOV4AEeERJl-yievH_HBss_ce3lwtp4TCkbmJmJgLX_Q,3606745,,{'formatted_range': '₱10K+'},,Forda Ferson,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5872}}",chrishannaustria,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/91bc630336914bf0bd63445efbea6e6a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f7de43b1&x-expires=1784548800&x-signature=ifylB%2BqXctueX5ZOfKAfN868hpw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1143,"['601450', '601152', '600942']",SBIOaQAAAACOV4AEeERJl-yievH_HBssKG1kCcgInHs0tM5E22oifw,68679,"{'amount': '18898.040748', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Neil Taguiad,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4929}}",neiltaguiad,"{'amount': '18551.545114', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6a7562e5da1250d2ce92e76f9daf96b7~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=472684d8&x-expires=1784548800&x-signature=LPsqyaVBUxWJsW2Da61Lkdp0qI0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},25326,180,"['601450', '700437', '700645']",losOugAAAACOV4AEeERJl-yievH_HBssFeO6NjGudkAQR6IwdSCzJw,5694029,"{'amount': '201615.107489', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '59619.599453', 'currency': 'USD'}",daniel :),PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5269}}",danlaudit,"{'amount': '139559.668822', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3f5578a944dc357ad39ac35f250e592c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=72b04125&x-expires=1784548800&x-signature=8zii1vsJ5luD1HD2Xyst0tEZv3o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1329,416,"['601450', '602284', '700437']",jRL_PgAAAACOV4AEeERJl-yievH_HBssEr4sqfGNMMrbvfmLvZBSDg,13544,"{'amount': '9213.769345', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}","{'amount': '9192.904428', 'currency': 'USD'}",Mindful Goods,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4303}}",mindful.goods,"{'amount': '5.941115', 'currency': 'USD'}"
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-maliva-avt-0068/4e621fbd0c417b35b16bc720efb588a0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ae10fd18&x-expires=1784548800&x-signature=J5iaBPzvOf5032izwJBF83XEe9o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,876,"['601450', '700645', '700437']",DAocNgAAAACOV4AEeERJl-yievH_HBssPlI6qjZMSMlUfULxgIlzJA,444799,"{'amount': '18255.874825', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,lizzy chu,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 5320}}",lizzy_chuuu,"{'amount': '18209.544975', 'currency': 'USD'}"
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ffa3b98ee060fd21559bc1f39585cb97~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=94493a10&x-expires=1784548800&x-signature=wBtrHRQz1JUGUJAyXcASO5uVKoI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},940,4575,"['601450', '601152', '700645']",gAkCTAAAAACOV4AEeERJl-yievH_HBss1hUBxjM6QsBs4MMBT3yQ0w,131786,,{'formatted_range': '₱10K+'},,shakiraaa,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4474}}",dumpshkz,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/742d88ffe3c8a89a421f076876b1c967~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1cba4579&x-expires=1784548800&x-signature=BLpEiCHMoYzVaj6ciAwGgnH8XNc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,971,"['602284', '605248', '603014']",OdaXKgAAAACOV4AEeERJl-yievH_HBssoWX03p-0-luTsvJmFnInFQ,24299,,{'formatted_range': '₱10K+'},,Mommy Kim✨,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3662}}",mommykimmeng,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c5ee0d91cbaf19919c42bc38429e3cb0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b3eb52b3&x-expires=1784548800&x-signature=keT945bnF7oxDE%2FALaebpJemM20%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,799,"['824328', '802184', '700645']",vYxJ-gAAAACOV4AEeERJl-yievH_HBsss0P_3USXpgXOqj0-aWEjfw,66866,"{'amount': '13629.962883', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,reinalynfinds,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6716}}",reinalynfinds,"{'amount': '13617.15737', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ae2c3ad109a56cbf50138d371153d1df~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=18e4551a&x-expires=1784548800&x-signature=SJVfHu4FuZbDbXMm352Mwabd%2B3o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},489,1214,"['605248', '601450', '700645']",KwfGBgAAAACOV4AEeERJl-yievH_HBsspV8TlEXVXt91EElyirVI4A,152118,"{'amount': '14617.046374', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,jeysilverio,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4764}}",jeysilverio,"{'amount': '14543.625538', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/c3b32945e6af3efd64ade1e31f66310a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e7b412e4&x-expires=1784548800&x-signature=oOL2d6eYcFK0vWGDBqT1ldvZTbg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,3465,"['604453', '600001', '824584']",JVm-NQAAAACOV4AEeERJl-yievH_HBssLbHHmH9qzVj5i_kk97UxDQ,72837,"{'amount': '106378.130469', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,FurmomFreal🔱,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5198}}",queenfreal11amber,"{'amount': '106230.693736', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/b4b4f5c39b20c5c98794d3a23e27b759~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d8b72a5c&x-expires=1784548800&x-signature=WxkEik%2B0KzCB3J2Gcf4leNnVdfk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,959,"['601450', '700645', '601739']",4-nkSAAAAACOV4AEeERJl-yievH_HBssCSiqhLB7PTbvFcBOlln_PQ,13585,,{'formatted_range': '₱10K+'},,B ᥫ᭡,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3430}}",xoxomsbee,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0aebb6a39409460e4f313af5a0549676~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a9824070&x-expires=1784548800&x-signature=aNyfPnEJEmLhLcmT3DWXcbvp0O4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,341,"['601450', '700645', '601152']",M4BDNwAAAACOV4AEeERJl-yievH_HBssDlL60wAJUAFXTTkUodO1sg,40391,"{'amount': '73337.674174', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Gwen 🌷,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5746}}",gwenbeautyrecos,"{'amount': '73237.306671', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e2c72b076126f0da3c8a3e619f78500c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3e4913e7&x-expires=1784548800&x-signature=EbLANsYFn8mbSFDuVJ6zuqIs%2FV0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},21594,0,"['601450', '700645', '600154']",8Y_msgAAAACOV4AEeERJl-yievH_HBss9ZpcfZipKgWIA3T5fYI61w,460556,"{'amount': '18825.244394', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '3148.196802', 'currency': 'USD'}",Renzo Angeles,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5295}}",renzoangeles_,"{'amount': '15463.146881', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0722f6f13949da30bc4ffeb58565db07~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=99c02783&x-expires=1784548800&x-signature=tT0B2BuhK2jiP3mgyjMWC1XNKIk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1698,349,"['601755', '801928', '700645']",Lplf_wAAAACOV4AEeERJl-yievH_HBsscvGZEQMXOXiHa9KB60Y1VQ,12240,"{'amount': '17110.392792', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '1576.757699', 'currency': 'USD'}","Junella,RN 👩🏻‍⚕️",PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5564}}",ellakulit18,"{'amount': '15227.282694', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/31b8772e921becb0007d5e67796184b4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3d480025&x-expires=1784548800&x-signature=UMKyxy5Az2tbipwPq5t5zLKKLQs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1167,"['601450', '700645', '601152']",Zqq-OwAAAACOV4AEeERJl-yievH_HBssB9Pv6DnxYL7KAmzoGIIZuA,12353,"{'amount': '13327.658186', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,🍀🍀🍀,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5112}}",eniahhh_1,"{'amount': '13317.741334', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/48f1ac03d0e9c1bc69576efa1a279736~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f441ae32&x-expires=1784548800&x-signature=tscG7SmX%2BhKCuogcvkNAY1EBgwM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,41760,"['601450', '700645', '824328']",YKOEwwAAAACOV4AEeERJl-yievH_HBssuieERbXLSafxg4hmi_cL7Q,1138755,,{'formatted_range': '₱10K+'},,K.,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 2362}}",itsyour_kat,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d78d517d4299830571a0480337e9b670~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=21cf7936&x-expires=1784548800&x-signature=Y96Q9QbmZckJZd%2F93sUlfpMWU6A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '600024']",zNzT9AAAAACOV4AEeERJl-yievH_HBsslXCpCkDiMCtZIzGvgNs0wQ,2099814,,{'formatted_range': '₱10K+'},,Andrea Angeles,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4938}}",andenglangqt,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9574dc8423c10c6c835e02a544f60136~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=673bdc08&x-expires=1784548800&x-signature=jRLdi1u1EDut9aV5957nA7w4KLM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,13338,"['601450', '824328', '600024']",jurMSQAAAACOV4AEeERJl-yievH_HBssyn_qYWmAxod-bMUcuwAhEg,155101,"{'amount': '20113.288129', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,diesel,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4537}}",your.gas,"{'amount': '19880.886153', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a27189edcf4c24f753c69959ac91c2c6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d2aba2aa&x-expires=1784548800&x-signature=Ac9hqkOs1CQYGgCyaJC1o5FeXIA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1440,2059,"['601450', '601152', '601739']",RFNvlgAAAACOV4AEeERJl-yievH_HBss37qObjurzCcnM6AEdp6Nfw,617259,"{'amount': '38535.497856', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '6.084199', 'currency': 'USD'}",ig: melodyy_annee⭐️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 7331}}",mmelodyanne,"{'amount': '38237.593883', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e3f437bfedd8c20370adf5edac901f42~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=84c760fd&x-expires=1784548800&x-signature=dKIC3HtijLtkUFXI9Enx8ehgs8U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,545,"['601450', '601755', '700645']",6AfWtgAAAACOV4AEeERJl-yievH_HBss6k1UbK-sBHwNZSHL3iJfBw,5595,,{'formatted_range': '₱10K+'},,prettymuch003,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5745}}",prettymuch003,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/109b058c7e6ee4406fefc99cb8715c21~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d30fc699&x-expires=1784548800&x-signature=rVVl8PMVzRLhWi8PnVZt9VddZes%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,437,"['601450', '700645', '601739']",8lxyEAAAAACOV4AEeERJl-yievH_HBssK35riY3WLnuKKesOVVJ0IQ,35208,"{'amount': '22680.907258', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Tita C’jhey,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4814}}",_cjheyyy,"{'amount': '22676.095861', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/afb06800e7bc73e97ca1ac69fca32ef3~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=51103037&x-expires=1784548800&x-signature=FOUthpUoqFP1kmGegINf0cApe4k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,170,"['601450', '700645', '605248']",4XVXBQAAAACOV4AEeERJl-yievH_HBss0ujKpx04S8hP07QZXdcnVg,4279,"{'amount': '14462.687807', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,rang,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4728}}",tanlorssy,"{'amount': '14444.536501', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/409ccdc965ccd47870d00e12f6b26021~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6e2b238c&x-expires=1784548800&x-signature=ipzLBIiqa%2BXXSNrN5X83SrYlyLE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,260,"['700437', '601450', '700645']",sN7hiwAAAACOV4AEeERJl-yievH_HBss1cekqkMAIoS6-S76gwa9lw,257702,"{'amount': '51162.111581', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Bobb Duarte,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5340}}",bobbgamingofficial,"{'amount': '51137.056759', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8292666b3898e1d4c123a5e117184f09~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=791f602c&x-expires=1784548800&x-signature=LSFpz3pHJHCgSC5hgf%2Bvm%2B0xMZY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2655,781,"['824584', '700645', '802184']",kLX5OAAAAACOV4AEeERJl-yievH_HBss2JQHvVAJBKb-HWYuA1JWbQ,198230,"{'amount': '10821.863448', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}","{'amount': '2926.254289', 'currency': 'USD'}",ElaiziShopping,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6321}}",elaizishopping,"{'amount': '7892.326608', 'currency': 'USD'}"
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/38aeb6213fd54e54ad1e147f579187e7~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4ea6510f&x-expires=1784548800&x-signature=tsxMsLXLM8TjNOo9B28rUvxN0Cc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '601739']",nEEXMQAAAACOV4AEeERJl-yievH_HBssTjISvv4zZEhFaRjNI3F1Ww,1150823,,{'formatted_range': '₱10K+'},,"xo,missy",PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6053}}",_marjorie888,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/b5214df4603593940317b37216b11165~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=04bd0b9f&x-expires=1784548800&x-signature=%2B0Z9%2BBC9xHxQT1uLobbvin4cgMI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,611,"['601739', '601450', '700645']",Yu3oiwAAAACOV4AEeERJl-yievH_HBssP4yc-qNNuWl0hBaG2-3hEw,19799,"{'amount': '11554.600189', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,S'G🏖️,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'MALE', 'percentage': 2035}}",sncz164shop,"{'amount': '11548.027688', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1e6a279d99405cecee461e4532ab6eab~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6d0cc1a7&x-expires=1784548800&x-signature=qdBMcQvI6n0Mga2mpiT7jKMs%2FxI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,712,"['601450', '700645', '700437']",pjLwDQAAAACOV4AEeERJl-yievH_HBssJUjv1Y6s6RaKQ6hO8JqSDw,42904,"{'amount': '23100.021501', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,cath,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3132}}",sprettycath,"{'amount': '23027.988549', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/074223c1c7caf93a96687e7fc8a50d9a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=58f66943&x-expires=1784548800&x-signature=gJWsn2CjP4lcOfn7vlfAme%2F6sb8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1486,"['601450', '700437', '700645']",fV3kXAAAAACOV4AEeERJl-yievH_HBss0HstvJS0rWzUuU5R56Gyng,15556,"{'amount': '47950.11236', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,psalm.tinn,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5195}}",tins.reco,"{'amount': '47924.8595', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bcd7d5379276449d848a84cac9965488~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=45f34902&x-expires=1784548800&x-signature=ZHIjqzT%2Fafl%2BgvnJydAsmE7QszQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},7521,6525,"['601450', '700645', '601152']",zyfTFAAAAACOV4AEeERJl-yievH_HBsssEol0R43GeTV1ccs4bAukA,1559425,"{'amount': '11091.967236', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Imsampinto_,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 6395}}",imsampinto_,"{'amount': '11069.738452', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/08d25cc704b1da2b037e5956eb65c191~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2940bb5c&x-expires=1784548800&x-signature=XA3bLH42SiMpMqF2Klrh3WBCxKo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1778,"['601450', '700645', '601739']",hTw8DwAAAACOV4AEeERJl-yievH_HBssAbQPDowDSxyIN9x3bTO7rg,106093,"{'amount': '14491.826135', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",,Jane Shop,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 2394}}",jane_aceees,"{'amount': '14483.611317', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8fcb9eb2fc5bb5f2e207c6e5286b29a8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2987c220&x-expires=1784548800&x-signature=AXyAMxpPo%2BHB9INRAN8J7kwj6TI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1668,635,"['601450', '700437', '604453']",eYq1gwAAAACOV4AEeERJl-yievH_HBss4hITBMxzfYSHqumnkHTkTA,135745,,{'formatted_range': '₱10K+'},,👨‍👩‍👦ᴀʙᴊ ғᴀᴍ👨‍👩‍👦,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_25_34', 'AGE_RANGE_45_54'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5355}}",foryourbeautyph,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/af7d58f2485b7a14efec21d60a5a9a56~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=52b8c25d&x-expires=1784548800&x-signature=tdY7ozjcbSzlpPGmVcYhdFTCsDw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},11,329,"['601450', '700645', '700437']",kRoAEAAAAACOV4AEeERJl-yievH_HBssA4xIyYhRU1ACHxR9wor6wg,12166,,{'formatted_range': '₱10K+'},,Ms. JD,PH,"{'age_ranges': ['AGE_RANGE_45_54', 'AGE_RANGE_35_44', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4812}}",jd31_31,
